ArticleID,Topic,Reviews
19294535,Functionality,**So much organized space**. Looks great on our wall. Just **adds a cool feature.**
89442655,Quality,"Looks Great!. Easy to put together, **sturdy and looks great!**"
89442655,Satisfaction,
90301555,Quality,"Perfect bedside table. **I used the unit as a bedside** table. Fits the decor perfectly.| **An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been **dented in the exact same spot on** one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently.| UGH!. The only IKEA is nearly forty minutes from me. I bought this item and decided to put it together today. What should’ve taken about ten minutes to assemble with minimal effort ended up taking nearly an hour and an unnecessary amount of work. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and gas is too expensive to return this item, especially **since there’s no guarantee whichever piece I** purchase won’t be the same or worse. **Very inconvenient.**"
90301555,Versatility,"**Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.| **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.| **An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.| Always a great deal. Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). **They are versatile and the doors** and inserts allow us to tailor the Kallax to our specific needs."
90301555,Ease of Assembly,"UGH!. The only IKEA is nearly forty minutes from me. I bought this item and decided to put it together today. What should’ve taken about **ten minutes to assemble with minimal effort** ended up taking nearly an hour and an unnecessary amount of work. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and gas is too expensive to return this item, especially since there’s no guarantee whichever piece I purchase won’t be the same or worse. Very inconvenient.| Cute, Sturdy, **Easy to assemble**. Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes.| **Easy to assemble-looks great**. **Easy to assemble and it looks** great. Looking forward to using it in our bedroom as night stands with storage!| Nice little unit. First time into IKEA products. Sprucing **up a computer setup and using items** such as the two bin Kallax for storage. Easy enough to put together and accessorize. Will be purchasing a few more as this one was a test."
90301555,Appearance,"Versatile Kallax shelving. So easy to put together and can be used vertically or horizontally. **Looks so clean**. Exactly what I needed in my kitchen for extra shelving.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, **but it looks like these must** have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes me wonder if quality control has gone down recently.| Easy to assemble-looks great. Easy to **assemble and it looks great**. **Looking forward to using** it in our bedroom as night stands with storage!| Easy to put together. The storage unit **was perfect and looks like it does** and was very easy to put together. I like that it is sturdy but not heavy. I had a birthday coupon so the price was great."
90301555,Durability,"**Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.| **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.| **An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. **It is so lightweight,** smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently."
90301555,Functionality,"Perfect bedside table. **I used the unit as a bedside** table. Fits the decor perfectly.| **Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.| **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.| **An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while **placed on any counter or current furniture**. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely."
90301555,Storage,"Perfect bedside table. **I used the unit as a bedside** table. Fits the decor perfectly.| **Versatile Kallax shelving**. **So easy to put together and can** be used vertically or horizontally. Looks so clean. Exactly what I needed in my **kitchen for extra shelving.**| **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.| An Interesting and Useful Piece. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any **counter or current furniture**. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too **big for my cupboards**. It wipes off nicely."
90301555,Value,"Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently.| UGH!. The only IKEA is nearly forty minutes from me. **I bought this item and decided to** put it together today. What should’ve taken about ten minutes to assemble with minimal effort ended up taking nearly an hour **and an unnecessary amount of work**. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and **gas is too expensive to return this** item, especially since there’s no guarantee whichever piece I purchase won’t be the same or worse. Very inconvenient.| Easy to put together. The storage unit was perfect and looks like it does and was very easy to put together. I like that it is sturdy but not heavy. I had a birthday **coupon so the price was great.**| Kallax is always workable. Although (as **usual in this economic climate) the actual** unit that we were looking for were out of stock, once again we rethought our needs and put together a number of smaller units that work for out needs and can always be rearranged if those change. Too bad that the feet (pads) are no longer included."
69329387,Quality,"Make sure to purchase the combo that brings the metal bar. **Architectural Digest Magazine instant** look! We only installed them in rooms that had an outside brick wall. Ekets are **a permanent room feature since they become** part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. **Great to clean underneath.**| Drawers would not a-line. I saw this cute floating desk at my hairdressers and thought I would get one too. It has two drawers one would close the other one would not close at all! We switched them out adjusted the rails it just wouldn’t work. So I kept the top drawer and we remove the rails from the second one. A total hassle.IKEA, **you really need to make sure** your products work before you sell them to the public.| Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, **good luck fixing it!** After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave **my room a great clean and open** look!"
69329387,Ease of Assembly,Clean and solid. **Assembled and installed my** Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!
69329387,Appearance,"Make sure to purchase the combo that brings the metal bar. Architectural **Digest Magazine instant look! We only installed** them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath.| **Looks Terrible**. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it! After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall| Clean and solid. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great **clean and open look!**"
69329387,Functionality,"Make sure to purchase **the combo that brings the metal bar**. **Architectural Digest Magazine instant** look! We only installed them in rooms that had an outside brick wall. Ekets are **a permanent room feature since they become** part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath.| Drawers would not a-line. I saw this cute floating desk at my hairdressers and thought I would get one too. It has two drawers one would close the other one would not close at all! We switched them out adjusted the rails it just wouldn’t work. So I kept the top drawer and we remove the rails from the second one. A total hassle.IKEA, **you really need to make sure** your products work before you sell them to the public.| Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it! After **spending almost 2hours putting it together**. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!"
69329387,Durability,"Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant look! We only installed them in rooms that had an outside brick wall. **Ekets are a permanent room feature since** they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. **Great to clean underneath.**| Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, **good luck fixing it!** After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave **my room a great clean and open** look!"
69329387,Installation,"Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant look! **We only installed them in rooms** that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath.| Clean and solid. **Assembled and installed my Eket double** drawer cabinet. **Installation was smooth as** I made sure I truly followed each step carefully. This **along with the mounting bracket gave my** room a great clean and open look!"
69329387,Cleanliness,"Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant look! We only installed them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. **Great to clean underneath.**| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my **room a great clean and open look!**"
69329387,Solidity,"Make sure to purchase the combo that brings the metal bar. **Architectural Digest Magazine instant** look! We only installed them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath."
79442689,Quality,"My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I expected **and it looks great**. **Would definitely recommend Kallax products.**| ****Good quality****. ****Good quality****| **Great addition to my** office. For the money, **Kallax is great buy**. Wasn’t too difficult to put together, **and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| **Shelving unit**. Perfect for my studio blends right in. **Had another unit that I combined** and love the fact that there are now legs takes it off the floor and makes it look more sophisticated ❤️❤️❤️"
79442689,Ease of Assembly,My first Ikea buil. This was **my first time assembling a piece of** Ikea furniture. It was easier than I expected and it looks great. Would definitely recommend Kallax products.
79442689,Appearance,"My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I **expected and it looks great**. Would definitely recommend Kallax products.| Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, **and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| Shelving unit. Perfect for my studio blends right in. Had another unit that I combined and love the fact that there are now legs takes it off the floor **and makes it look more sophisticated ❤️❤️❤️**| Satisfied customer. Very happy with this product. **Looks good**. Feels sturdy. Nice size."
79442689,Value,"****Good quality****. ****Good quality****| Great addition to my office. **For the money,** Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers.| Satisfied customer. Very **happy with this product**. Looks good. Feels sturdy. Nice size.| **Good item**. I bought this to be a temporary TV stand as the one I want **is several hundred dollars**. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the **beauty of the item.**"
79442689,Functionality,****Good quality****. ****Good quality****| **Shelving unit**. Perfect for my studio blends right in. **Had another unit that I combined** and love the fact that there are now legs takes it off the floor and makes it look more sophisticated ❤️❤️❤️| Satisfied customer. Very **happy with this product**. Looks good. **Feels sturdy**. Nice size.| Good item. I bought this **to be a temporary TV stand as** the one I want is several hundred dollars. In out of stock. Directions **are not very helpful as there are** no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item.
79442689,Sturdiness,"My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I expected **and it looks great**. Would definitely recommend Kallax products.| ****Good quality****. ****Good quality****| **Great addition to my** office. For the money, **Kallax is great buy**. Wasn’t too difficult to put together, **and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| Satisfied customer. **Very happy with this** product. **Looks good**. **Feels sturdy**. Nice size."
79442689,Satisfaction,****Good quality****. ****Good quality****| Shelving unit. Perfect for my studio blends right in. Had another unit that **I combined and love the fact that** there are now legs takes it off the floor and makes it look more sophisticated ❤️❤️❤️| **Satisfied customer**. **Very happy with this product**. Looks good. Feels sturdy. Nice size.| Good item. I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions **are not very helpful as there are** no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item.
79442689,Design,"My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I **expected and it looks great**. Would definitely recommend Kallax products.| ****Good quality****. ****Good quality****| Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, **and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| **Shelving unit**. Perfect for my studio blends right in. Had another unit that I combined and love the fact that there are now legs takes it off **the floor and makes it look more** sophisticated ❤️❤️❤️"
39442672,Capacity,Books. **Holds all of my** cookbooks
39442672,Functionality,Books. **Holds all of my** cookbooks
09442678,Ease of Assembly,
09442678,Versatility,**Very versatile**. I absolutely LOVE this! **It’s so versatile! So many options!!**
09442678,Appearance,All of them. I think we bought every version of this shelf for our home. They were so easy to **put together and look great.**| Wonderful addition. I downsized and needed a good unit to go in my smaller apartment. It **fit perfectly and looks wonderful.**
09442678,Quality,All of them. I think **we bought every version of this shelf** for our home. They were so easy to put together and look great.| **Very versatile**. I absolutely LOVE this! It’s so versatile! So many options!!| **Wonderful addition**. I downsized **and needed a good unit to go** in my smaller apartment. It fit perfectly and looks wonderful.
09442678,Functionality,All of them. I think **we bought every version of this shelf** for our home. They were so easy to put together and look great.| **Very versatile**. I absolutely LOVE this! It’s so versatile! So many options!!| Wonderful addition. I downsized and **needed a good unit to go in** my smaller apartment. It fit perfectly and looks wonderful.
90510865,Quality,****Worth every penny!****. ****Worth every penny!****
90510865,Value,****Worth every penny!****. ****Worth every penny!****
89278259,Quality,"Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**| Easy **to assemble and economical**. **Overall I would give** it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit| **Really like this product line**. Have bought several versions of these units **and all look good and hold up**. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259,Ease of Assembly,**Easy to assemble and economical**. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit
89278259,Storage,"Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**| Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would **definitely recommend this unit**| Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. **The light colored ones don't** show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install.| **Totally organized my home office**. **Totally organized my home office** space."
89278259,Size,"Kallax. It **is the perfect size and storage for** our guest room. **IKEA has great storage options!**| Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would **definitely recommend this unit**| Really like this product line. Have bought several **versions of these units and all look** good and hold up. With **the black finish small scratches can be** easily repaired with a black felt tip marker. The light colored **ones don't show small scratches**. With inserts, **I drill a small hole rather than** try to start the self tapping screws for an easier install."
89278259,Durability,"Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**| Really like this product line. Have bought several versions of these units **and all look good and hold up**. With the black finish small scratches can be easily repaired with a black felt tip marker. **The light colored ones don't** show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259,Value,"Easy **to assemble and economical**. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit| Kallax. Still **trying to purchase item**. You've been out of stock. Can you help?| **Really like this product line**. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259,Functionality,"Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**| Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would **definitely recommend this unit**| **Really like this product line**. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. **The light colored ones don't** show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259,Organization,Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**| **Totally organized my home office**. **Totally organized my home office** space.
29278304,Quality,"**Sturdy storage unit**. This **is a very sturdy unit**. **It was very easy to assemble**. We bought two doors and two drawer units. It **made it very useful for us.**| Nice . **Nice choice from us in** getting this of our home | Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the **bookcase is not accurate**. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. **I love their products but this one** was not that great.| Partly good…. I give the cube **5 ⭐️ but overall I returned the** doors and drawers because you have to drill your own holes to install the thick cardboard like pieces. I kept the cubes and just put the cube drawers I already had because ikea is still out of the plain black ones. I love ikea and have lots of their dressers and cube pieces but this one is just ok…"
29278304,Ease of Assembly,"Sturdy storage unit. This is a very sturdy unit. It was **very easy to assemble**. We bought two doors and two drawer units. It made it very useful for us.| **Hard assembly**. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I was expecting better quality. I love their products but this one was not that great.| Sturdy storage unit. This is a very sturdy unit. It was **very easy to assemble**. We bought two doors and two drawer units. It made it very useful for us.| Perfect for college. Purchased for my child to use under their bed at college. Easy **to transport and assemble**. Holds lots of things and door and drawer inserts provide flexibility and hidden areas from roommate and guests."
29278304,Appearance,"Hard assembly. **The design is appealing and pleasant, however,** putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, **they look uneven and for** the price and standards of Ikea, I was expecting better quality. I love their products but this one was not that great.| Space saver. **Love the look and storage**. Have drawers and doors just **adds to the beauty of this furniture!**| ****Nice look****. ****Nice look****| I like the the products. I like **the the products looks**. I like how strong the product is as well. Finally, the best part is the availability of inserts that one is able to use for mixing and matching for **one's own personal design is the best** part of this Kallax product."
29278304,Versatility,"Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**| Wonderful piece!. This was relatively easy to put together. The doors were the most challenging part. **It is substantial and solid.**| Kallax perfect for craft supplies. Just moved and set up Kallax for craft supplies. Perfect size for scrapbook **papers and very versatile with adding drawers,** baskets or extra shelves for other art supplies| Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**"
