ArticleID|Topic|Reviews
19294535|Functionality|1. So much **organized space**. Looks great on our wall. Just adds a cool feature.
89442655|Quality|1. **Looks Great!. Easy to put together, sturdy and looks great!**
89442655|Satisfaction|"There is only 1 review that mentions the topic ""Satisfaction"":

1. Looks Great!. **Easy to put together, sturdy and looks great!**"
90301555|Quality|"1.**An Interesting and Useful Piece.** I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. 
2.**Arrived Damaged.** Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes me wonder if quality control has gone down recently. 
3.**Cute, Sturdy, Easy to assemble.** Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes. 
4.**Sturdy practical affordable product.** Sturdy practical affordable product"
90301555|Versatility|"1. **Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.
2. **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.
3. Always a great deal. Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are versatile and the doors and inserts allow us to tailor the Kallax to our specific needs.
4. Cute, Sturdy, Easy to assemble. Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes."
90301555|Ease of Assembly|"1. Versatile Kallax shelving. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving. **So easy to put together**
2. Cube storage. Was easy to put together. My only issue is that you can see the screws on top where it’s put together. **Was easy to put together**
3. Cute, Sturdy, Easy to assemble. Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes. **Easy to put together**
4. Easy to assemble-looks great. Easy to assemble and it looks great. Looking forward to using it in our bedroom as night stands with storage! **Easy to assemble**"
90301555|Appearance|"1. Perfect bedside table. I used the unit as a bedside table. **Fits the decor perfectly**.
2. Versatile Kallax shelving. So easy to put together and can be used vertically or horizontally. **Looks so clean**.
3. Cute, Sturdy, Easy to assemble. Very versatile piece. **Well made and easy to put together**. I also love that there are doors, drawers, wine rack to put inside the cubes.
4. Perfect shelf. It is perfect for use in an office to store books, files, etc. Easy to assemble and **durable**."
90301555|Durability|"1.**Arrived Damaged.** Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes me wonder if quality control has gone down recently. 
2.**Super.** Easy to put together, **sturdy**. Bought this and the drawers to use as a bathroom cabinet. Perfect size. Looks great. 
3.**Sturdy practical affordable product.** Sturdy practical affordable product
4.**Great shelf for vinyl!.** This shelf has a **great weight** to it and stands well on its own. It's the perfect dimensions for storing vinyl records and looks quite nice. I would definitely recommended this shelf!"
90301555|Functionality|"1. **Versatile Kallax shelving.** So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.
2. **An Interesting and Useful Piece.** I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.
3. **Always a great deal.** Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are versatile and the doors and inserts allow us to tailor the Kallax to our specific needs.
4. **Cute, Sturdy, Easy to assemble.** Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes."
90301555|Storage|"1.**Versatile Kallax shelving.** So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.
2.**An Interesting and Useful Piece.** I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. **Actually, it is built to hold up to 50 lbs.** It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The **cubbies below can hold items too big for my cupboards.**
3.**Always a great deal.** Kallax units are great **storage units** in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are **versatile** and the doors and inserts allow us to tailor the Kallax to our specific **storage needs**.
4.**Cube storage.** Was easy to put together. My only issue is that you can see the **screws on top where it's put together**."
90301555|Value|"1.**Always a great deal.** Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are versatile and the doors and inserts allow us to tailor the Kallax to our specific needs. 
2.**Easy to assemble-looks great.** Easy to assemble and it looks great. Looking forward to using it in our bedroom as night stands with storage! 
3.**Easy to put together. The storage unit was perfect and looks like it does and was very easy to put together. I like that it is sturdy but not heavy. I had a birthday coupon so the price was great.** 
4.**Great Purchase!.** We needed furniture while we are renting and thought that this would be a great option. We bought several different sizes of the Kalllax collection for our living room. It’s been a great choice for our needs right now and be easily used again in many different capacities. We purchased the Branas baskets and they look great! It’s all very sturdy and well made!"
69329387|Quality|"1. Drawers would not a-line. I saw this cute floating desk at my hairdressers and thought I would get one too. It has two drawers one would close the other one would not close at all! **We switched them out adjusted the rails it just wouldn’t work. So I kept the top drawer and we remove the rails from the second one. A total hassle.IKEA, you really need to make sure your products work before you sell them to the public.** (Criticism of the product's quality)
2. Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it! **After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall** (Criticism of the product's quality)
4. Clean and solid. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!"
69329387|Ease of Assembly|"1. Great to clean underneath. **Great to clean underneath**. (Note: This review does not explicitly mention ""ease of assembly"", but it does mention the ease of cleaning underneath the product)
2. Drawers would not a-line. I saw this cute floating desk at my hairdressers and thought I would get one too. It has two drawers one would close the other one would not close at all! We switched them out adjusted the rails it just wouldn’t work. So I kept the top drawer and we remove the rails from the second one. A total hassle.IKEA, you really need to make sure your products work before you sell them to the public. (No mention of ease of assembly)
3. Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it! After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall. (**They market it as so easy to put together**, but it was not)
4. Clean and solid. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look! (**Installation was smooth** as I made sure I truly followed each step carefully)"
69329387|Appearance|"1. **Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant look!** We only installed them in rooms that had an outside brick wall.
2.**Looks Terrible.** I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it!
3.**Looks Terrible.** After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall
4.**Clean and solid.** Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great **clean and open look!**"
69329387|Functionality|"1. Great to clean underneath. **Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer.**
2. Drawers would not a-line. **I saw this cute floating desk at my hairdressers and thought I would get one too. It has two drawers one would close the other one would not close at all! We switched them out adjusted the rails it just wouldn’t work. So I kept the top drawer and we remove the rails from the second one. A total hassle.**
3. Looks Terrible. **After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly.**
4. Clean and solid. **Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!**"
69329387|Durability|1. Great to clean underneath. **Great to clean underneath.**
69329387|Installation|"1.**Make sure to purchase the combo that brings the metal bar**. Architectural Digest Magazine instant look! We only installed them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall.
2.**Great to clean underneath**. We only installed them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall.
3.**Installation was smooth**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully.
4.**After spending almost 2hours putting it together**. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall"
69329387|Cleanliness|1. Great to clean underneath.
69329387|Solidity|"1. Great to clean underneath. **Great to clean underneath.** (Note: This review doesn't explicitly mention ""solidity"", but it does mention the ability to clean underneath, which implies a sturdy and solid design)
2. Clean and solid. Assembled and installed my Eket double drawer cabinet. **Installation was smooth as I made sure I truly followed each step carefully.** This along with the mounting bracket gave my room a great clean and open look!"
79442689|Quality|"1.**Good quality. Good quality** 
2.**Great addition to my office**. For the money, Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers. 
3.Satisfied customer. Very happy with this product. Looks good. **Feels sturdy. Nice size.** 
4.**Good item.** I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together."
79442689|Ease of Assembly|"1. My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was **easier than I expected** and it looks great. Would definitely recommend Kallax products.
2. Great addition to my office. For the money, Kallax is great buy. **Wasn’t too difficult to put together**, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers.
3. Good item. I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together."
79442689|Appearance|"1. This was my first time assembling a piece of Ikea furniture. It was easier than I expected and it **looks great.** Would definitely recommend Kallax products.
2. **It looks good.** I also like the additional pieces you can add — I got 2 sets of drawers.
3. **Shelving unit. Perfect for my studio blends right in.** Had another unit that I combined and love the fact that there are now legs takes it off the floor and makes it **look more sophisticated** ❤️❤️❤️
4. Satisfied customer. Very happy with this product. **Looks good.** Feels sturdy. Nice size."
79442689|Value|"1. **Great addition to my office.** For the money, Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers.
2. **Satisfied customer.** Very happy with this product. Looks good. Feels sturdy. Nice size.
3. **Good item.** I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock."
79442689|Functionality|"1. **Great addition to my office**. For the money, Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers.
2.Good item. I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together.
3. **Shelving unit**. Perfect for my studio blends right in. Had another unit that I combined and love the fact that there are now legs takes it off the floor and makes it look more sophisticated ❤️❤️❤️"
79442689|Sturdiness|"1.Satisfied customer. Very happy with this product. **Looks good. Feels sturdy. Nice size.**
2.Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers.
3.Shelving unit. Perfect for my studio blends right in. Had another unit that I combined and love the fact that there are now legs takes it off the floor and makes it look more sophisticated ❤️❤️❤️"
79442689|Satisfaction|"1.**Satisfied customer. Very happy with this product. Looks good. Feels sturdy. Nice size.**
2.**My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I expected and it looks great. Would definitely recommend Kallax products.** (Would definitely recommend implies satisfaction)
3.Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, and it looks good. I also like the additional pieces you can add — I got 2 sets of drawers. (Satisfied with the product and would buy it again)
4.**Good item.** I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item. (Despite the complaint, the reviewer is generally satisfied with the product)"
79442689|Design|"1. My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I expected and it **looks great**. Would definitely recommend Kallax products.
2. Shelving unit. Perfect for my studio **blends right in**. Had another unit that I combined and love the fact that there are now legs takes it off the floor and makes it **look more sophisticated** ❤️❤️❤️
3. Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, and it **looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.
4. Satisfied customer. Very happy with this product. **Looks good**. **Feels sturdy**. Nice size."
39442672|Capacity|"There are no reviews that mention the topic ""Capacity""."
39442672|Functionality|"Note: There is only one review in the given series, so I can only highlight that one.

1. Books. **Holds all of my cookbooks**"
09442678|Ease of Assembly|"1. All of them. I think we bought every version of this shelf for our home. They were so easy to put together and **look great**.
2. ['All of them. I think we bought every version of this shelf for our home. They were so easy to put together and **look great**.']

Note: Only one review mentions ""Ease of Assembly"", which is the first one."
09442678|Versatility|"1.**Very versatile.** I absolutely LOVE this! It’s so **versatile!** So many options!!
2.All of them. I think we bought every version of this shelf for our home. They were so easy to put together and **look great**.
3.Wonderful addition. I downsized and needed a good unit to go in my smaller apartment. It fit **perfectly and looks wonderful**."
09442678|Appearance|"1. All of them. I think we bought every version of this shelf for our home. They were so easy to put together and **look great.**
2. **I absolutely LOVE this!** It’s so versatile! So many options!! (implying that it looks great)
3. **It fit perfectly and looks wonderful.**"
09442678|Quality|"This series of reviews does not mention the topic ""Quality""."
09442678|Functionality|"1. **Very versatile.** I absolutely LOVE this! It’s so versatile! So many options!!
2. **They were so easy to put together** and look great.
3. **It fit perfectly** and looks wonderful.
4. Wonderful addition. I downsized and needed a good unit to go in my smaller apartment. **It fit perfectly** and looks wonderful."
90510865|Quality|"There are no reviews that mention the topic ""Quality""."
90510865|Value|1. Worth every penny!. Worth every penny!
89278259|Quality|"1. Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit. **some of the wood is a little soft and in two areas screws broke through**
2. Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches."
89278259|Ease of Assembly|"1. Easy to assemble and economical. **Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit**
2. Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259|Storage|"1. Kallax. It is the **perfect size and storage** for our guest room. IKEA has great storage options!
2. Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit
3. Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install.
4. **Totally organized my home office. Totally organized my home office space.**"
89278259|Size|1. Kallax. It is the **perfect size** and storage for our guest room. IKEA has great storage options!
89278259|Durability|"1. Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas **screws broke through** which should never have happened but I would definitely recommend this unit
2. Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches."
89278259|Value|"1. Easy to assemble and economical. **Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit** 
2. Really like this product line. Have bought several versions of these units and all look good and hold up. **With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install.**"
89278259|Functionality|"1. Kallax. It is the perfect size and storage for our guest room. IKEA has great storage options!
2. Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit
3. Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install.
4. **Totally organized my home office. Totally organized my home office space.**"
89278259|Organization|"1.**Kallax. It is the perfect size and storage for our guest room.** IKEA has great storage options!
2.Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit
3.Really like this product line. Have bought several versions of these units and all look good and hold up. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install.
4.'**Totally organized my home office.** Totally organized my home office space.'"
29278304|Quality|"1. **Partly good….** I give the cube 5 ⭐️ but overall I returned the doors and drawers because you have to drill your own holes to install the thick cardboard like pieces. I kept the cubes and just put the cube drawers I already had because ikea is still out of the plain black ones. I love ikea and have lots of their dressers and cube pieces but this one is just ok… 
2. **Very durable, well built, easy**. Very durable, well built, easy to assemble, and we're using them in our master closet for better organization
3. **This looks like an expensive piece of furniture**.. Love it, very versatile. Quality piece.
4. **Solid Product**. It works as expected, but was a little tough to put together. I like the product and intend to buy another."
29278304|Ease of Assembly|"1. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I was expecting better quality. I love their products but this one was not that great. (**Hard assembly**)
2. Nice and easy. Super easy and quick to install. (**Nice and easy**)
3. This was relatively easy to put together. The doors were the most challenging part. It is substantial and solid. (**Wonderful piece!**)
4. Very durable, well built, easy to assemble, and we're using them in our master closet for better organization (**Very durable, well built, easy**)"
29278304|Appearance|"1.**Nice. Nice choice from us in getting this of our home** 
2.**Love them!. I bought two & LOVE them!** 
3.**Love this. Moved into a new house. Needed some place for grandkids to put their shoes etc. works perfectly. Easy to put together and looks great!** 
4.**This looks like an expensive piece of furniture.. Love it, very versatile. Quality piece.**"
29278304|Versatility|"1.**Love them!.** I bought two & **LOVE them!** 
2. Kallax is incomparable for storage flexibility. I **love it!** 
3. Cost effective, flexible and attractive. I used two units. One horizontally below a window and butted it against another unit vertically creating a corner L shape which combined both storage and open cubes. The open back allows access to the electrical outlet under the window, and the storage flexibility is simply outstanding.
4. Love the look and storage. Have drawers and doors just adds to the beauty of this furniture!"
29278304|Functionality|"1.**Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.**
2.**Space saver. Love the look and storage. Have drawers and doors just adds to the beauty of this furniture!**
3.**Kallax perfect for craft supplies. Just moved and set up Kallax for craft supplies. Perfect size for scrapbook papers and very versatile with adding drawers, baskets or extra shelves for other art supplies**
4.**Excellent storage solution.. Excellent storage solution.**"
29278304|Sturdiness|"1. Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.
2. Very durable, well built, easy. Very durable, well built, easy to assemble, and we're using them in our master closet for better organization
3. Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.
4.**Very sturdy unit.** This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us."
29278304|Value|"1.**Great product, great delivery options..** Great product, great delivery options. 
2.**Cost effective, flexible and attractive.** I used two units. One horizontally below a window and butted it against another unit vertically creating a corner L shape which combined both storage and open cubes. The open back allows access to the electrical outlet under the window, and the storage flexibility is simply outstanding. We used the Ratan inserts and doors and drawers and open cubes. Looks fantastic for about 10% of the cost of custom units. 
3.**Great value..** Great value.
4.**Happy with with the storage.** Happy with with the storage space at such a good price."
29278304|Durability|"1.**Very durable, well built, easy**. Very durable, well built, easy to assemble, and we're using them in our master closet for better organization
2.**Sturdy storage unit**. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.
3.**Excellent storage solution**.. Excellent storage solution.
4.**This looks like an expensive piece of furniture**.. Love it, very versatile. Quality piece."
80401292|Quality|"1. **Excellent Product.** I love this for small storage containers. It’s very well made, such a great option to add to my Kallax unit.
2. **Not sure how I feel.** I thought I had these pieces push all the way in when putting this together so when I out it in my brand new kallax cube, it scratch the white up inside. So disappointing. There should be better instructions. I even used the padding on the edges that came with it but it still scratched the paint and now my shelf has scratch marks on it. I like the divider but not what it did to my new cube. (Note: The reviewer is mentioning the quality of the product, but in a negative way)
3. **Great for wine bottles!.** fits bottles of wine perfectly. Very sturdy.
4. **An Excellent Accessory.** I already owned the shelving units and with the Kallax, I was able to convert the unit spaces into a great looking and easily accessible wine rack. It was a great solution with my limited space, and honestly it looks great."
80401292|Ease of Assembly|"1.**Exactly what I needed!.** Well made, easy to put together. 
2.**Easy to assemble and perfect for.** Easy assembly and perfect for wine storage. Holding 9 bottles is awesome. 
3.**Easy instillation.** Bought this to organize our wine. It is easy to put together and install in the shelf. 
4.**Easy to assemble and works.** Recommend."
80401292|Functionality|"1.**Many uses. I use these for storage other than wine!!!!** 
2.**Fantastic for craft supplies!. This is so so so handy for storing my wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!** 
3.**Not just for wine!. I actually used this in my craft room. I found some slimline clear storage bins that fit perfectly in each section. Love the versatility of their products!** 
4.**Functional. Multifunctional. Could be use for wine bottles but I use it for my craft room. Can store paper rolls, pens, scissors just anything.**"
