ArticleID,Topic,Reviews
19294535,Functionality,So much organized space. Looks great on our wall. Just **adds a cool feature.**
89442655,Quality,
89442655,Satisfaction,
90301555,Quality,"Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently.| UGH!. The only IKEA is nearly forty minutes from me. I bought this item and decided to put it together today. What should’ve taken about ten minutes to assemble with minimal effort ended up taking nearly an hour and an unnecessary amount of work. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and gas is too expensive to return this item, especially **since there’s no guarantee whichever piece I** purchase won’t be the same or worse. Very inconvenient.| Worked well. Did the job I **needed and looks good**. Also got two baskets (Labbsal).| ****Sturdy practical affordable product****. ****Sturdy practical affordable product****"
90301555,Versatility,"**Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my kitchen for extra shelving.| **Versatile furniture**. Love the Kallax cubes. Double cube can be used vertically or horizontally due to all sides finished the same.| Always a great deal. Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). **They are versatile and the doors** and inserts allow us to tailor the Kallax to our specific needs.| Cute, Sturdy, Easy to assemble. **Very versatile piece**. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes."
90301555,Ease of Assembly,"UGH!. The only IKEA is nearly forty minutes from me. I bought this item and decided to put it together today. What should’ve taken about **ten minutes to assemble with minimal effort** ended up taking nearly an hour and an unnecessary amount of work. All because the two side panels are reverse threaded on every side. When tightening the screws, the screws go perfectly into the top and bottom and repel the two inserts. It makes putting the two pieces together nearly impossible. Unfortunately I’m too busy working and gas is too expensive to return this item, especially since there’s no guarantee whichever piece I purchase won’t be the same or worse. Very inconvenient.| Cute, **Sturdy, Easy to assemble**. Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes.| **Easy to assemble-looks great**. **Easy to assemble and it looks** great. Looking forward to using it in our bedroom as night stands with storage!| Kallax. **sturdy, easy to assemble,**"
90301555,Appearance,"Versatile Kallax shelving. So easy to put together and can be used vertically or horizontally. **Looks so clean**. Exactly what I needed in my kitchen for extra shelving.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea **furniture, but it looks like these must** have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes me wonder if quality control has gone down recently.| Easy to assemble-looks great. Easy to **assemble and it looks great**. **Looking forward to using** it in our bedroom as night stands with storage!| Easy to put together. The storage unit **was perfect and looks like it does** and was very easy to put together. I like that it is sturdy but not heavy. I had a birthday coupon so the price was great."
90301555,Durability,"**An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently.| **Cute, Sturdy, Easy to assemble**. Very versatile piece. Well made and easy to put together. I also love that there are doors, drawers, wine rack to put inside the cubes.| Easy to put together. The storage unit was perfect and looks like it does and was very easy to put together. I like **that it is sturdy but not heavy**. I had a birthday coupon so the price was great."
90301555,Functionality,"**An Interesting and Useful Piece**. I didn't believe the IKEA guy when he said that it could easily hold 33 lbs. It is so lightweight, smooth and pretty, and I had no idea what it was when I saw it on my way to check out, but maybe it could solve the problem of my microwave oven cord being too short to fit any of my electric outlets while placed on any counter or current furniture. Actually, it is built to hold up to 50 lbs. It fit under the end of my breakfast bar near the electric outlet, and my microwave fits neatly on top. The cubbies below can hold items too big for my cupboards. It wipes off nicely.| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new out of the box which makes **me wonder if quality control has gone** down recently.| Always a great deal. Kallax units are great storage units in all sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are versatile and the doors and inserts allow us to tailor the Kallax **to our specific needs.**| Easy to assemble-looks great. Easy to assemble and it looks great. Looking forward to using it in our bedroom as **night stands with storage!**"
90301555,Storage,"**Versatile Kallax shelving**. So easy to put together and can be used vertically or horizontally. Looks so clean. Exactly what I needed in my **kitchen for extra shelving.**| Arrived Damaged. Recently bought two of these shelve units for my new apartment and was disappointed to find that both of them had been dented in the exact same spot on one of the parts. Usually love Ikea furniture, but it looks like these must have been damaged at some point in the factory process which was a little disappointing. Still great just not brand new **out of the box which makes me** wonder if quality control has gone down recently.| Always a great deal. Kallax **units are great storage units in all** sizes! We use them in my sewing room, where I have the 5x5, 4x4 and 2x2 units, as well as our garage (where my husband customized some individual units). They are versatile and the doors and inserts allow us to tailor the Kallax to our specific needs.| **Cube storage**. Was easy to put together. My only issue is that you can see the screws on top where it’s put together."
90301555,Value,"Easy to put together. The storage unit was perfect and looks like it does and was very easy to put together. I like that it is sturdy but not heavy. I had a birthday **coupon so the price was great.**| Perfect size. This little unit was exactly what I needed to fit my craft room. Nice quality **at a great price**. Easy to put together| Simple, clean lines. ****Great value.****. Simple, clean lines. ****Great value.****"
69329387,Quality,"Looks Terrible. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if **you mess up, good luck fixing it!** After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!"
69329387,Ease of Assembly,
69329387,Appearance,"**Looks Terrible**. I’ve owned a lot of ikea furniture over the years, but this has definitely been the most frustrating ikea item I have ever built. They market it as so easy to put together, but if you mess up, good luck fixing it! After spending almost 2hours putting it together. My drawers are crooked and one doesn’t even latch properly. I don’t even want to hang it on my wall"
69329387,Functionality,"Make sure to purchase the combo that brings the metal bar. **Architectural Digest Magazine instant** look! We only installed them in rooms that had an outside brick wall. Ekets are **a permanent room feature since they become** part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath."
69329387,Durability,**Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my room a great clean and open look!
69329387,Installation,"Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant **look! We only installed them in rooms** that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. Great to clean underneath.| Clean and solid. **Assembled and installed my Eket double** drawer cabinet. **Installation was smooth as** I made sure I truly followed each step carefully. This **along with the mounting bracket gave my** room a great clean and open look!"
69329387,Cleanliness,"Make sure to purchase the combo that brings the metal bar. Architectural Digest Magazine instant look! We only installed them in rooms that had an outside brick wall. Ekets are a permanent room feature since they become part of the wall. Open each drawer pressing on the middle, close with each hand pressing on each side of the drawer. **Great to clean underneath.**| **Clean and solid**. Assembled and installed my Eket double drawer cabinet. Installation was smooth as I made sure I truly followed each step carefully. This along with the mounting bracket gave my **room a great clean and open look!**"
69329387,Solidity,
79442689,Quality,"****Good quality****. ****Good quality****| Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put together, **and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| Satisfied customer. Very **happy with this product**. **Looks good**. Feels sturdy. Nice size.| **Good item**. I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item."
79442689,Ease of Assembly,My first Ikea buil. This was **my first time assembling a piece of** Ikea furniture. It was easier than I expected and it looks great. Would definitely recommend Kallax products.
79442689,Appearance,"My first Ikea buil. This was my first time assembling a piece of Ikea furniture. It was easier than I **expected and it looks great**. Would definitely recommend Kallax products.| Great addition to my office. For the money, Kallax is great buy. Wasn’t too difficult to put **together, and it looks good**. I also like the additional pieces you can add — I got 2 sets of drawers.| Shelving unit. Perfect for my studio blends right in. Had another unit that I combined and love the fact that there are now legs takes it off the floor **and makes it look more sophisticated ❤️❤️❤️**| Satisfied customer. Very happy with this product. **Looks good**. Feels sturdy. Nice size."
79442689,Value,Good item. I bought this to be a temporary TV stand as the one I want **is several hundred dollars**. In out of stock. Directions are not very helpful as there are no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item.
79442689,Functionality,****Good quality****. ****Good quality****| Good item. I bought this to be a temporary TV stand as the one I want is several hundred dollars. In out of stock. Directions **are not very helpful as there are** no step-by-step. It took my daughter and I about an hour to put it together. My only complaint is there’s a black and white tape on the edges but I can’t seem to get off. It’s very ugly and distracts me from the beauty of the item.
79442689,Sturdiness,Satisfied customer. Very happy with this product. Looks good. **Feels sturdy**. Nice size.
79442689,Satisfaction,**Satisfied customer**. **Very happy with this product**. Looks good. Feels sturdy. Nice size.
79442689,Design,****Good quality****. ****Good quality****
39442672,Capacity,
39442672,Functionality,
09442678,Ease of Assembly,
09442678,Versatility,**Very versatile**. I absolutely LOVE **this! It’s so versatile! So many options!!**
09442678,Appearance,All of them. I think we bought every version of this shelf for our home. They were so easy to **put together and look great.**| Wonderful addition. I downsized and needed a good unit to go in my smaller apartment. It **fit perfectly and looks wonderful.**
09442678,Quality,Wonderful addition. I downsized **and needed a good unit to go** in my smaller apartment. It fit perfectly and looks wonderful.
09442678,Functionality,
90510865,Quality,
90510865,Value,****Worth every penny!****. ****Worth every penny!****
89278259,Quality,"**Really like this product line**. Have bought several versions of these units **and all look good and hold up**. With the black finish small scratches can be easily repaired with a black felt tip marker. The light colored ones don't show small scratches. With inserts, I drill a small hole rather than try to start the self tapping screws for an easier install."
89278259,Ease of Assembly,**Easy to assemble and economical**. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit
89278259,Storage,Kallax. It is the **perfect size and storage for our guest** room. **IKEA has great storage options!**
89278259,Size,"Kallax. It **is the perfect size and storage for** our guest room. IKEA has great storage options!| Really like this product line. Have bought several versions of these units and all look good and hold up. With **the black finish small scratches can be** easily repaired with a black felt tip marker. The light colored **ones don't show small scratches**. With inserts, **I drill a small hole rather than** try to start the self tapping screws for an easier install."
89278259,Durability,
89278259,Value,
89278259,Functionality,
89278259,Organization,**Totally organized my home office**. **Totally organized my home office** space.
29278304,Quality,"Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the **bookcase is not accurate**. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one was not that great.| ****Excellent storage solution.****. ****Excellent storage solution.****| I like the the products. I like the the products looks. I like **how strong the product is as well**. **Finally, the best part is the** availability of inserts that one is able to use for mixing and matching for one's own personal design is the best part of this Kallax product.| This looks like an expensive piece of furniture.. Love it, very versatile. **Quality piece.**"
29278304,Ease of Assembly,"Sturdy storage unit. This is a very sturdy unit. It was **very easy to assemble**. We bought two doors and two drawer units. It made it very useful for us.| **Hard assembly**. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I was expecting better quality. I love their products but this one was not that great.| Sturdy storage unit. This is a very sturdy unit. It was **very easy to assemble**. We bought two doors and two drawer units. It made it very useful for us.| Perfect for college. Purchased for my child to use under their bed at college. Easy **to transport and assemble**. Holds lots of things and door and drawer inserts provide flexibility and hidden areas from roommate and guests."
29278304,Appearance,"Hard assembly. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't **fit properly, they look uneven and for** the price and standards of Ikea, I was expecting better quality. I love their products but this one was not that great.| Space saver. **Love the look and storage**. Have drawers and doors just **adds to the beauty of this furniture!**| ****Nice look****. ****Nice look****| I like the the products. I like **the the products looks**. I like how strong the product is as well. Finally, the best part is the availability of inserts that one is able to use for mixing and matching for one's own personal design is the best part of this Kallax product."
29278304,Versatility,"Kallax perfect for craft supplies. Just moved and set up Kallax for craft supplies. Perfect size for scrapbook **papers and very versatile with adding drawers,** baskets or extra shelves for other art supplies| Love Kallax!. Kallax is **incomparable for storage flexibility**. I love it!| Perfect for college. Purchased for my child to use under their bed at college. Easy to transport and assemble. Holds lots of things and door and **drawer inserts provide flexibility and hidden areas** from roommate and guests.| I like the the products. I like the the products looks. I like how strong the product is as well. Finally, the best part is the availability of inserts **that one is able to use for** mixing and matching for one's own personal design is the best part of this Kallax product."
29278304,Functionality,"Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**| Hard assembly. **The design is appealing and** pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one was not that great.| Sturdy storage unit. This is a very sturdy unit. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**| I like the the products. I like the the products looks. I like how strong the product is as well. Finally, the best part is the availability of inserts that one is able to use for mixing and matching for **one's own personal design is the best** part of this Kallax product."
29278304,Sturdiness,"**Sturdy storage unit**. This **is a very sturdy unit**. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.| Wonderful piece!. This was relatively easy to put together. The doors were the most challenging part. It **is substantial and solid.**| **Sturdy storage unit**. This **is a very sturdy unit**. It was very easy to assemble. We bought two doors and two drawer units. It made it very useful for us.| **Very durable, well built, easy**. **Very durable, well built, easy** to assemble, and we're using them in our master closet for better organization"
29278304,Value,"Hard assembly. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven **and for the price and standards of** Ikea, I was expecting better quality. I love their products but this one was not that great.| **Worth the wait!@**. Out of stock for a long time. I decided to wait and I am happy I did. Love it!| **Cost effective, flexible and** attractive. I used two units. One horizontally below a window and butted it against another unit vertically creating a corner L shape which combined both storage and open cubes. The open back allows access to the electrical outlet under the window, and the storage flexibility is simply outstanding. We used the Ratan inserts and doors and drawers and open cubes. Looks fantastic for about **10% of the cost of custom units**. Assembly was straightforward, I got really fast on the drawers by the time I was finished!| Versatile Bookcase with lots of accessories.. This is my second one of these. The first had 25 cubes. This was a lot easier to assemble. As always it fit together precisely and works vertically or horizontally. The accessories (I added lots of drawers) would get tedious unless you use a drill/driver set on low torque. **But it was worth it for the** finished product. IKEA's bookshelves, cabinets, and anything else you need to assemble looks as good or better than traditional furniture that costs a lot more. What amazes me, after building more than 20 items, the oldest ones from 10 or 15 years ago are still working flawlessly."
29278304,Durability,"**Sturdy storage unit**. This **is a very sturdy unit**. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**| Hard assembly. The design is appealing and pleasant, however, putting it together is a different story. The inserts are not made the same size or the bookcase is not accurate. Was really hard to put it together since the inserts didn't fit properly, they look uneven and for the price and standards of Ikea, I **was expecting better quality**. I love their products but this one was not that great.| Wonderful piece!. This was relatively easy to put together. The doors were the most challenging part. It **is substantial and solid.**| **Sturdy storage unit**. This **is a very sturdy unit**. It was very easy to assemble. We bought two doors and two drawer units. It **made it very useful for us.**"
80401292,Quality,"Works great. This **wine rack works prefect**. Actually thing of buying a second. Would be great if Ikea could make a wine grass holder for the Kallax cube.| **Fantastic for craft supplies!**. This is so so so handy for storing my wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!| Kallax is very versatile . We have sevaral Kallax units with various configurations and we love them all. They are **decorative yet very practical shelving units for** storage of anything with the insertable dividers, cabinet, drawers, baskets and boxes.| **Excellent Product**. I love this for small storage containers. It’s very well made, such a great option to add to my Kallax unit."
80401292,Ease of Assembly,"Love it!. Easiest **ikea piece to assemble! I use it** to store vinyl for each current project.| I love kallax. It’s my go to for organizing our space with style. **Easy to assemble and very sturdy.**| Exactly what I wanted!. This was the perfect modification for my kallax. **Easy to assemble, slides in and** out easily, perfect fit for my wine bottles, and added an upscale look to my shelves.| . I used this in my craft room and love it. **Easy to assembly, sturdy and well** built. I am going to buy another next time I am IKEA."
80401292,Functionality,"**Many uses**. I use these for storage other than wine!!!!| Fantastic for craft supplies!. This is **so so so handy for storing my** wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!| Kallax is very versatile . We have sevaral Kallax **units with various configurations and we love** them all. They are **decorative yet very practical shelving units for** storage of anything with the insertable dividers, cabinet, drawers, baskets and boxes.| **Love the Kallax system**. I’m kind of obsessed **with the Kallax system overall and these** inserts just add to my mania. I actually use these for shoe storage and they work great!"
80401292,Versatility,"Fantastic for craft supplies!. This is **so so so handy for storing my** wool fiber I use for felting! It makes everything easily visible, organized, accessible and beautiful. Love it!| **Kallax is very versatile** . We have sevaral Kallax units with various configurations and we love them all. They are **decorative yet very practical shelving units for** storage of anything with the insertable dividers, cabinet, drawers, baskets and boxes.| Not just for wine!. I actually used this in my craft room. I found some slimline clear storage bins that fit perfectly in each section. **Love the versatility of their products!**| An Excellent Accessory. I already owned the shelving units and with the **Kallax, I was able to convert the** unit spaces into a great looking and easily accessible wine rack. It was a great solution with my limited space, and honestly it looks great."
80401292,Appearance,"**Looks good**. I bought 2- I use one for wine, Prosecco, non alcoholic stuff and the other for water bottles. **It looks nice in my**
Kitchen| An Excellent Accessory. I already owned the shelving units and with the Kallax, I was able to convert the unit spaces **into a great looking and easily accessible** wine rack. It was a great solution with my limited space, **and honestly it looks great.**| I love kallax. It’s my go to for organizing **our space with style**. Easy to assemble and very sturdy.| Great Wine Rack. Very easy to put together. **Looks great and holds** nine bottles of wine. Would reccommend."
